date,ticker,text,true_label,lexicon_score,classifier_score
2021-09-16,AAPL,Apple stock plunged on disappointing cash flow,negative,-1.0,-0.7836451400417997
2021-09-16,AAPL,Apple stock sank on worse-than-expected quarterly earnings,negative,-1.0,-0.835372695292914
2021-09-17,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2021-09-21,AAPL,Apple stock sank on soft quarterly earnings,negative,-1.0,-0.7436056016457783
2021-09-23,AAPL,Analysts turn cautious on Apple after worse-than-expected guidance,negative,0.0,-0.9018107547707248
2021-09-24,AAPL,Apple shares trade flat as it maintained its previous guidance,neutral,0.0,-0.0011909663564374333
2021-09-28,AAPL,Apple rallies as it raised its full-year guidance,positive,1.0,0.903513004984563
2021-09-29,AAPL,"Apple raised its full-year guidance, shares climb",positive,1.0,0.8815839559108796
2021-09-29,AAPL,"Apple reported record quarterly profit, shares climb",positive,1.0,0.9639572270273129
2021-09-30,AAPL,Apple shares soared after announced a share buyback program,positive,1.0,0.9159371002170803
2021-10-01,AAPL,Apple shares trade flat as it held its annual shareholder meeting,neutral,0.0,-0.001827263712095361
2021-10-04,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2021-10-07,AAPL,Apple stock advanced on record profit margins,positive,1.0,0.771236243569714
2021-10-08,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
2021-10-11,AAPL,Apple shares rallied after reported record quarterly profit,positive,1.0,0.9421745727869794
2021-10-12,AAPL,Apple guidance in line with expectations,neutral,0.0,0.0008418519205490131
2021-10-14,AAPL,Analysts turn cautious on Apple after weak cash flow,negative,-1.0,-0.8699517906116285
2021-10-18,AAPL,Apple shares trade flat as it filed its routine quarterly disclosure,neutral,0.0,-0.0003751600856096663
2021-10-20,AAPL,Apple shares trade flat as it announced a change to its board of directors,neutral,0.0,-0.0011888398453580567
2021-10-20,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2021-10-21,AAPL,Analysts turn cautious on Apple after worse-than-expected sales,negative,0.0,-0.918398380927089
2021-10-22,AAPL,Analysts turn cautious on Apple after soft sales,negative,0.0,-0.8907212749768577
2021-10-26,AAPL,Apple shares plunged after cut its full-year guidance,negative,-1.0,-0.8177907360612678
2021-10-27,AAPL,Analysts turn cautious on Apple after troubling guidance,negative,0.0,-0.9090103065929882
2021-10-28,AAPL,Apple stock sank on disappointing guidance,negative,-1.0,-0.8029620230731358
2021-10-29,AAPL,"Apple received an analyst upgrade, shares climb",positive,1.0,0.9194317067573098
2021-11-01,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2021-11-02,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2021-11-05,AAPL,"Apple reported record quarterly profit, shares climb",positive,1.0,0.9639572270273129
2021-11-08,AAPL,Analysts turn bullish on Apple after record quarterly earnings,positive,1.0,0.9383150969909279
2021-11-08,AAPL,Apple to hold investor call on profit margins,neutral,1.0,-0.00197081013589347
2021-11-09,AAPL,Apple held its annual shareholder meeting,neutral,0.0,-0.0042547469380051495
2021-11-09,AAPL,Apple shares advanced after raised its full-year guidance,positive,1.0,0.8138748444042203
2021-11-11,AAPL,Apple shares trade flat as it announced a change to its board of directors,neutral,0.0,-0.0011888398453580567
2021-11-11,AAPL,Apple guidance in line with expectations,neutral,0.0,0.0008418519205490131
2021-11-12,AAPL,Apple shares tumbled after cut its full-year guidance,negative,-1.0,-0.8288113927436718
2021-11-18,AAPL,Apple rallies as it beat analyst earnings estimates,positive,1.0,0.8870673045993982
2021-11-19,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2021-11-22,AAPL,Apple stock surged on strong quarterly earnings,positive,1.0,0.8458323940895685
2021-11-29,AAPL,Apple to hold investor call on sales,neutral,0.0,-0.0014050076077729602
2021-11-29,AAPL,"Apple beat analyst earnings estimates, shares climb",positive,1.0,0.9018077547412696
2021-11-30,AAPL,Apple held its annual shareholder meeting,neutral,0.0,-0.0042547469380051495
2021-12-01,AAPL,Analysts turn cautious on Apple after disappointing profit margins,negative,1.0,-0.902934358943416
2021-12-02,AAPL,Apple shares climbed after received an analyst upgrade,positive,1.0,0.8535820301122636
2021-12-06,AAPL,Apple drops as it warned of a demand slowdown,negative,-1.0,-0.9533158452008691
2021-12-08,AAPL,Analysts turn cautious on Apple after weak guidance,negative,-1.0,-0.9041681649492826
2021-12-13,AAPL,Apple shares fell after missed analyst earnings estimates,negative,-1.0,-0.8572271663946556
2021-12-14,AAPL,Analysts turn bullish on Apple after strong revenue,positive,1.0,0.9067344132742063
2021-12-14,AAPL,Apple shares trade flat as it announced a change to its board of directors,neutral,0.0,-0.0011888398453580567
2021-12-16,AAPL,Apple stock rallied on strong quarterly earnings,positive,1.0,0.8782449137083398
2021-12-16,AAPL,Apple stock plunged on disappointing quarterly earnings,negative,-1.0,-0.7790535943476746
2021-12-20,AAPL,Apple stock climbed on strong sales,positive,1.0,0.8617283272061875
2021-12-20,AAPL,Apple shares dropped after missed analyst earnings estimates,negative,-1.0,-0.8762233472337047
2021-12-21,AAPL,Apple announced a change to its board of directors,neutral,0.0,-0.00265317988934842
2021-12-21,AAPL,"Apple unveiled a new product line to strong demand, shares climb",positive,1.0,0.9405566048709924
2021-12-22,AAPL,Apple drops as it announced layoffs amid cost cuts,negative,-1.0,-0.9497124129098697
2021-12-27,AAPL,Apple to hold investor call on profit margins,neutral,1.0,-0.00197081013589347
2021-12-29,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2021-12-29,AAPL,Analysts turn cautious on Apple after soft cash flow,negative,0.0,-0.8820957987650452
2021-12-30,AAPL,Apple shares surged after beat analyst earnings estimates,positive,1.0,0.8434182297432161
2021-12-30,AAPL,Apple rallies as it beat analyst earnings estimates,positive,1.0,0.8870673045993982
2022-01-03,AAPL,Apple shares fell after cut its full-year guidance,negative,-1.0,-0.84993558669835
2022-01-05,AAPL,Apple maintained its previous guidance,neutral,0.0,-0.002696215418628467
2022-01-07,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
2022-01-07,AAPL,Analysts turn cautious on Apple after worse-than-expected profit margins,negative,1.0,-0.9017108676163619
2022-01-12,AAPL,"Apple unveiled a new product line to strong demand, shares climb",positive,1.0,0.9405566048709924
2022-01-13,AAPL,Apple shares tumbled after warned of a demand slowdown,negative,-1.0,-0.877405365837618
2022-01-13,AAPL,"Apple raised its full-year guidance, shares climb",positive,1.0,0.8815839559108796
2022-01-14,AAPL,Apple drops as it missed analyst earnings estimates,negative,-1.0,-0.9282800724279999
2022-01-18,AAPL,Apple guidance in line with expectations,neutral,0.0,0.0008418519205490131
2022-01-18,AAPL,Apple to hold investor call on sales,neutral,0.0,-0.0014050076077729602
2022-01-21,AAPL,Apple stock soared on record guidance,positive,1.0,0.7608642905877239
2022-01-21,AAPL,"Apple filed its routine quarterly disclosure, no major stock reaction",neutral,0.0,-0.00038340612260502616
2022-01-25,AAPL,Apple drops as it faces a regulatory investigation,negative,-1.0,-0.9500416970082133
2022-01-26,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2022-01-27,AAPL,Apple stock jumped on record cash flow,positive,1.0,0.78876703373618
2022-01-28,AAPL,Apple guidance in line with expectations,neutral,0.0,0.0008418519205490131
2022-01-31,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2022-02-02,AAPL,Apple drops as it faces a regulatory investigation,negative,-1.0,-0.9500416970082133
2022-02-03,AAPL,Apple to hold investor call on profit margins,neutral,1.0,-0.00197081013589347
2022-02-03,AAPL,Analysts turn cautious on Apple after soft revenue,negative,0.0,-0.8945596657041595
2022-02-04,AAPL,"Apple warned of a demand slowdown, shares slide",negative,-1.0,-0.9457543626002491
2022-02-07,AAPL,Apple shares trade flat as it held its annual shareholder meeting,neutral,0.0,-0.001827263712095361
2022-02-09,AAPL,Apple stock jumped on resilient profit margins,positive,1.0,0.7208554041143713
2022-02-14,AAPL,Apple shares tumbled after missed analyst earnings estimates,negative,-1.0,-0.8557674008493236
2022-02-14,AAPL,Apple quarterly earnings in line with expectations,neutral,0.0,0.0036239929598154245
2022-02-16,AAPL,"Apple cut its full-year guidance, shares slide",negative,-1.0,-0.9068839458164285
2022-02-17,AAPL,Apple maintained its previous guidance,neutral,0.0,-0.002696215418628467
2022-02-17,AAPL,"Apple raised its full-year guidance, shares climb",positive,1.0,0.8815839559108796
2022-02-22,AAPL,"Apple received an analyst downgrade, shares slide",negative,-1.0,-0.9301553278334871
2022-02-23,AAPL,Apple stock plunged on soft revenue,negative,-1.0,-0.7614949703893232
2022-02-24,AAPL,Apple filed its routine quarterly disclosure,neutral,0.0,-0.0001809503518552802
2022-02-25,AAPL,Apple stock rallied on strong revenue,positive,1.0,0.8579003033522186
2022-03-01,AAPL,Apple shares jumped after announced a share buyback program,positive,1.0,0.9122552553944717
2022-03-02,AAPL,Apple stock dropped on worse-than-expected revenue,negative,-1.0,-0.8372450948672236
2022-03-04,AAPL,Analysts turn bullish on Apple after robust profit margins,positive,1.0,0.8792955094841604
2022-03-04,AAPL,Apple stock slumped on troubling revenue,negative,-1.0,-0.8734638629752453
2022-03-10,AAPL,Apple revenue in line with expectations,neutral,0.0,-0.0024028393052526083
2022-03-10,AAPL,"Apple faces a regulatory investigation, shares slide",negative,-1.0,-0.9542716268290757
2022-03-14,AAPL,Apple stock dropped on worse-than-expected quarterly earnings,negative,-1.0,-0.8121707689596713
2022-03-15,AAPL,Analysts turn bullish on Apple after resilient revenue,positive,1.0,0.9160741346554723
2022-03-21,AAPL,Apple shares tumbled after announced layoffs amid cost cuts,negative,-1.0,-0.9142249099385178
2022-03-22,AAPL,Apple stock sank on worse-than-expected profit margins,negative,0.0,-0.8362152213646479
2022-03-23,AAPL,Apple stock sank on troubling profit margins,negative,0.0,-0.8121935652954101
2022-03-24,AAPL,"Apple cut its full-year guidance, shares slide",negative,-1.0,-0.9068839458164285
2022-03-29,AAPL,Apple shares surged after reported record quarterly profit,positive,1.0,0.9122876873079651
2022-03-30,AAPL,Analysts turn bullish on Apple after better-than-expected revenue,positive,1.0,0.8917004840080984
2022-04-04,AAPL,Analysts turn bullish on Apple after resilient profit margins,positive,1.0,0.8875605091261689
2022-04-11,AAPL,Apple drops as it missed analyst earnings estimates,negative,-1.0,-0.9282800724279999
2022-04-13,AAPL,"Apple announced a change to its board of directors, no major stock reaction",neutral,0.0,-0.001263477277714753
2022-04-18,AAPL,Apple stock slumped on weak guidance,negative,-1.0,-0.8486642942539465
2022-04-21,AAPL,Analysts turn cautious on Apple after disappointing sales,negative,0.0,-0.9168949078548875
2022-04-26,AAPL,Apple rallies as it reported record quarterly profit,positive,1.0,0.9535105038108265
2022-04-29,AAPL,Apple shares fell after announced layoffs amid cost cuts,negative,-1.0,-0.9327537992508866
2022-05-02,AAPL,Analysts turn bullish on Apple after robust cash flow,positive,1.0,0.8971929841775284
2022-05-04,AAPL,"Apple unveiled a new product line to strong demand, shares climb",positive,1.0,0.9405566048709924
2022-05-05,AAPL,Apple stock slumped on soft revenue,negative,-1.0,-0.7948238332740664
2022-05-06,AAPL,Apple shares jumped after received an analyst upgrade,positive,1.0,0.8487320288589704
2022-05-09,AAPL,Analysts turn bullish on Apple after record guidance,positive,1.0,0.9102352163770884
2022-05-09,AAPL,Apple rallies as it reported record quarterly profit,positive,1.0,0.9535105038108265
2022-05-10,AAPL,Apple shares jumped after raised its full-year guidance,positive,1.0,0.8363033969732826
2022-05-11,AAPL,"Apple received an analyst downgrade, shares slide",negative,-1.0,-0.9301553278334871
2022-05-11,AAPL,Apple shares jumped after announced a share buyback program,positive,1.0,0.9122552553944717
2022-05-13,AAPL,Apple drops as it missed analyst earnings estimates,negative,-1.0,-0.9282800724279999
2022-05-16,AAPL,Apple shares soared after raised its full-year guidance,positive,1.0,0.8296597435802648
2022-05-17,AAPL,Apple shares rallied after reported record quarterly profit,positive,1.0,0.9421745727869794
2022-05-20,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2022-05-20,AAPL,"Apple cut its full-year guidance, shares slide",negative,-1.0,-0.9068839458164285
2022-05-27,AAPL,Apple rallies as it raised its full-year guidance,positive,1.0,0.903513004984563
2022-05-31,AAPL,Analysts turn bullish on Apple after better-than-expected cash flow,positive,1.0,0.8747619892349618
2022-06-01,AAPL,Apple presented at an industry conference,neutral,0.0,-0.004039395793169469
2022-06-01,AAPL,Apple shares climbed after reported record quarterly profit,positive,1.0,0.9190089820389667
2022-06-03,AAPL,Apple shares jumped after raised its full-year guidance,positive,1.0,0.8363033969732826
2022-06-07,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2022-06-08,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2022-06-09,AAPL,Apple shares rallied after announced a share buyback program,positive,1.0,0.91742328768756
2022-06-14,AAPL,Analysts turn cautious on Apple after soft quarterly earnings,negative,0.0,-0.8633732117550904
2022-06-15,AAPL,"Apple reported record quarterly profit, shares climb",positive,1.0,0.9639572270273129
2022-06-16,AAPL,Apple stock advanced on resilient revenue,positive,1.0,0.7814756816447943
2022-06-21,AAPL,"Apple received an analyst upgrade, shares climb",positive,1.0,0.9194317067573098
2022-06-21,AAPL,Analysts turn cautious on Apple after soft quarterly earnings,negative,0.0,-0.8633732117550904
2022-06-22,AAPL,Apple shares sank after faces a regulatory investigation,negative,-1.0,-0.9103458187504319
2022-06-29,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2022-06-30,AAPL,Apple stock jumped on robust sales,positive,1.0,0.8274824700477534
2022-07-01,AAPL,Apple to hold investor call on revenue,neutral,0.0,-0.003254350353674166
2022-07-05,AAPL,Apple profit margins in line with expectations,neutral,1.0,-0.000316157893408546
2022-07-06,AAPL,Apple stock slumped on disappointing sales,negative,-1.0,-0.8722724275761236
2022-07-08,AAPL,Apple stock surged on robust cash flow,positive,1.0,0.8082469616330314
2022-07-11,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2022-07-11,AAPL,Apple stock fell on weak revenue,negative,-1.0,-0.873647739966686
2022-07-13,AAPL,Apple stock climbed on strong quarterly earnings,positive,1.0,0.8510499848534715
2022-07-15,AAPL,Analysts turn bullish on Apple after better-than-expected revenue,positive,1.0,0.8917004840080984
2022-07-18,AAPL,Apple stock advanced on resilient quarterly earnings,positive,1.0,0.7545753403303171
2022-07-19,AAPL,Apple stock rallied on better-than-expected quarterly earnings,positive,1.0,0.8088779827556084
2022-07-22,AAPL,Apple stock soared on robust guidance,positive,1.0,0.8257246604009639
2022-07-26,AAPL,Analysts turn cautious on Apple after disappointing sales,negative,0.0,-0.9168949078548875
2022-07-27,AAPL,Apple drops as it received an analyst downgrade,negative,-1.0,-0.9438501355840346
2022-07-27,AAPL,Apple stock soared on resilient cash flow,positive,1.0,0.7631255250387949
2022-08-03,AAPL,Analysts turn bullish on Apple after better-than-expected quarterly earnings,positive,1.0,0.8843153576594242
2022-08-03,AAPL,Apple quarterly earnings in line with expectations,neutral,0.0,0.0036239929598154245
2022-08-04,AAPL,Apple stock slumped on worse-than-expected cash flow,negative,-1.0,-0.8636296565547041
2022-08-04,AAPL,"Apple filed its routine quarterly disclosure, no major stock reaction",neutral,0.0,-0.00038340612260502616
2022-08-05,AAPL,Apple stock surged on record sales,positive,1.0,0.8217568514015857
2022-08-05,AAPL,Apple rallies as it beat analyst earnings estimates,positive,1.0,0.8870673045993982
2022-08-10,AAPL,"Apple cut its full-year guidance, shares slide",negative,-1.0,-0.9068839458164285
2022-08-15,AAPL,Apple stock soared on resilient guidance,positive,1.0,0.7742312253837136
2022-08-16,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
2022-08-18,AAPL,Analysts turn cautious on Apple after troubling revenue,negative,0.0,-0.9235237985644147
2022-08-22,AAPL,"Apple warned of a demand slowdown, shares slide",negative,-1.0,-0.9457543626002491
2022-08-22,AAPL,Apple shares surged after unveiled a new product line to strong demand,positive,1.0,0.9077836658036393
2022-08-23,AAPL,Apple rallies as it unveiled a new product line to strong demand,positive,1.0,0.9321223541141459
2022-08-26,AAPL,Analysts turn cautious on Apple after weak guidance,negative,-1.0,-0.9041681649492826
2022-08-30,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2022-09-13,AAPL,Apple drops as it announced layoffs amid cost cuts,negative,-1.0,-0.9497124129098697
2022-09-16,AAPL,Apple shares rallied after raised its full-year guidance,positive,1.0,0.8658458044481174
2022-09-21,AAPL,Apple drops as it received an analyst downgrade,negative,-1.0,-0.9438501355840346
2022-09-21,AAPL,Apple shares advanced after reported record quarterly profit,positive,1.0,0.9208611031119128
2022-09-22,AAPL,"Apple filed its routine quarterly disclosure, no major stock reaction",neutral,0.0,-0.00038340612260502616
2022-09-22,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2022-09-23,AAPL,Apple shares surged after received an analyst upgrade,positive,1.0,0.8064107354957638
2022-09-27,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
2022-09-29,AAPL,Apple shares plunged after missed analyst earnings estimates,negative,-1.0,-0.8104326870118893
2022-10-03,AAPL,Apple quarterly earnings in line with expectations,neutral,0.0,0.0036239929598154245
2022-10-06,AAPL,Apple presented at an industry conference,neutral,0.0,-0.004039395793169469
2022-10-07,AAPL,Analysts turn cautious on Apple after disappointing profit margins,negative,1.0,-0.902934358943416
2022-10-11,AAPL,Apple shares rallied after beat analyst earnings estimates,positive,1.0,0.8730038692379736
2022-10-12,AAPL,Apple stock sank on weak cash flow,negative,-1.0,-0.7542107249955656
2022-10-13,AAPL,"Apple presented at an industry conference, no major stock reaction",neutral,0.0,-0.001654714678620925
2022-10-17,AAPL,Apple shares advanced after reported record quarterly profit,positive,1.0,0.9208611031119128
2022-10-19,AAPL,Apple stock soared on strong quarterly earnings,positive,1.0,0.8523097106069832
2022-10-20,AAPL,Apple shares sank after announced layoffs amid cost cuts,negative,-1.0,-0.920221452594127
2022-10-24,AAPL,Apple shares rallied after reported record quarterly profit,positive,1.0,0.9421745727869794
2022-10-27,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2022-10-27,AAPL,"Apple reported record quarterly profit, shares climb",positive,1.0,0.9639572270273129
2022-10-28,AAPL,Apple drops as it warned of a demand slowdown,negative,-1.0,-0.9533158452008691
2022-11-03,AAPL,"Apple cut its full-year guidance, shares slide",negative,-1.0,-0.9068839458164285
2022-11-03,AAPL,"Apple warned of a demand slowdown, shares slide",negative,-1.0,-0.9457543626002491
2022-11-04,AAPL,Analysts turn cautious on Apple after worse-than-expected revenue,negative,0.0,-0.9174579172567847
2022-11-07,AAPL,Apple shares trade flat as it presented at an industry conference,neutral,0.0,-0.0016516250217269973
2022-11-08,AAPL,Analysts turn bullish on Apple after strong quarterly earnings,positive,1.0,0.9204955187886266
2022-11-09,AAPL,Apple stock tumbled on troubling revenue,negative,-1.0,-0.8517759495890754
2022-11-11,AAPL,Analysts turn cautious on Apple after soft quarterly earnings,negative,0.0,-0.8633732117550904
2022-11-14,AAPL,Apple shares advanced after raised its full-year guidance,positive,1.0,0.8138748444042203
2022-11-15,AAPL,Apple shares slumped after faces a regulatory investigation,negative,-1.0,-0.9197211271091705
2022-11-16,AAPL,Analysts turn cautious on Apple after soft quarterly earnings,negative,0.0,-0.8633732117550904
2022-11-17,AAPL,"Apple missed analyst earnings estimates, shares slide",negative,-1.0,-0.8926636842206951
2022-11-18,AAPL,Apple rallies as it received an analyst upgrade,positive,1.0,0.8954989283305828
2022-11-21,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
2022-11-29,AAPL,Apple shares dropped after warned of a demand slowdown,negative,-1.0,-0.9127033943628073
2022-11-29,AAPL,Apple shares jumped after raised its full-year guidance,positive,1.0,0.8363033969732826
2022-12-02,AAPL,Analysts turn cautious on Apple after disappointing cash flow,negative,0.0,-0.903441483640197
2022-12-05,AAPL,Apple guidance in line with expectations,neutral,0.0,0.0008418519205490131
2022-12-07,AAPL,Apple drops as it faces a regulatory investigation,negative,-1.0,-0.9500416970082133
2022-12-12,AAPL,Apple announced a change to its board of directors,neutral,0.0,-0.00265317988934842
2022-12-12,AAPL,Analysts turn cautious on Apple after troubling profit margins,negative,1.0,-0.8946285288255174
2022-12-13,AAPL,Apple shares soared after reported record quarterly profit,positive,1.0,0.9479615183250069
2022-12-15,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2022-12-20,AAPL,Apple shares dropped after received an analyst downgrade,negative,-1.0,-0.8858640114967333
2022-12-21,AAPL,Apple shares tumbled after warned of a demand slowdown,negative,-1.0,-0.877405365837618
2022-12-23,AAPL,Apple announced a change to its board of directors,neutral,0.0,-0.00265317988934842
2022-12-23,AAPL,"Apple faces a regulatory investigation, shares slide",negative,-1.0,-0.9542716268290757
2022-12-28,AAPL,Apple shares fell after warned of a demand slowdown,negative,-1.0,-0.8897687942568882
2022-12-29,AAPL,Apple drops as it faces a regulatory investigation,negative,-1.0,-0.9500416970082133
2022-12-29,AAPL,"Apple raised its full-year guidance, shares climb",positive,1.0,0.8815839559108796
2022-12-30,AAPL,Apple shares tumbled after missed analyst earnings estimates,negative,-1.0,-0.8557674008493236
2023-01-03,AAPL,Analysts turn cautious on Apple after worse-than-expected revenue,negative,0.0,-0.9174579172567847
2023-01-05,AAPL,Apple stock sank on soft guidance,negative,-1.0,-0.8043078786468486
2023-01-05,AAPL,"Apple beat analyst earnings estimates, shares climb",positive,1.0,0.9018077547412696
2023-01-06,AAPL,"Apple received an analyst downgrade, shares slide",negative,-1.0,-0.9301553278334871
2023-01-06,AAPL,Apple stock plunged on disappointing revenue,negative,-1.0,-0.8282687173710614
2023-01-10,AAPL,Apple shares trade flat as it maintained its previous guidance,neutral,0.0,-0.0011909663564374333
2023-01-11,AAPL,"Apple faces a regulatory investigation, shares slide",negative,-1.0,-0.9542716268290757
2023-01-13,AAPL,Apple to hold investor call on sales,neutral,0.0,-0.0014050076077729602
2023-01-13,AAPL,"Apple raised its full-year guidance, shares climb",positive,1.0,0.8815839559108796
2023-01-17,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2023-01-18,AAPL,Apple shares soared after announced a share buyback program,positive,1.0,0.9159371002170803
2023-01-19,AAPL,Apple drops as it cut its full-year guidance,negative,-1.0,-0.9160228030951157
2023-01-20,AAPL,"Apple maintained its previous guidance, no major stock reaction",neutral,0.0,-0.0012635811608409202
2023-01-20,AAPL,Apple cash flow in line with expectations,neutral,0.0,-4.3670778837545665e-05
2023-01-24,AAPL,Apple shares dropped after announced layoffs amid cost cuts,negative,-1.0,-0.9256581696228255
2023-01-24,AAPL,Apple maintained its previous guidance,neutral,0.0,-0.002696215418628467
2023-01-25,AAPL,Apple stock soared on resilient sales,positive,1.0,0.7880030820827086
2023-01-30,AAPL,"Apple warned of a demand slowdown, shares slide",negative,-1.0,-0.9457543626002491
2023-02-01,AAPL,Apple rallies as it beat analyst earnings estimates,positive,1.0,0.8870673045993982
2023-02-03,AAPL,Apple stock rallied on robust revenue,positive,1.0,0.8143651151595581
2023-02-06,AAPL,Analysts turn bullish on Apple after robust profit margins,positive,1.0,0.8792955094841604
2023-02-07,AAPL,Analysts turn bullish on Apple after record guidance,positive,1.0,0.9102352163770884
2023-02-09,AAPL,Analysts turn bullish on Apple after robust sales,positive,1.0,0.9123980151793691
2023-02-09,AAPL,Analysts turn bullish on Apple after strong sales,positive,1.0,0.927642494735149
2023-02-10,AAPL,Apple shares trade flat as it will report quarterly results next week,neutral,0.0,-0.00038349743398443867
2023-02-10,AAPL,Apple shares trade flat as it announced a change to its board of directors,neutral,0.0,-0.0011888398453580567
2023-02-14,AAPL,"Apple unveiled a new product line to strong demand, shares climb",positive,1.0,0.9405566048709924
2023-02-15,AAPL,Apple to hold investor call on revenue,neutral,0.0,-0.003254350353674166
2023-02-15,AAPL,Apple rallies as it announced a share buyback program,positive,1.0,0.9430135782382483
2023-02-16,AAPL,Apple shares surged after announced a share buyback program,positive,1.0,0.8954235562531775
2023-02-17,AAPL,Apple drops as it cut its full-year guidance,negative,-1.0,-0.9160228030951157
2023-02-21,AAPL,"Apple announced a share buyback program, shares climb",positive,1.0,0.9444069844023287
